,purpose,scale,level,timing,sn
6535,NA,NA,NA,NA,Poecilotriccus senex
6536,NA,NA,NA,NA,Poecilotriccus russatus
6537,NA,NA,NA,NA,Poecilotriccus plumbeiceps
6538,NA,NA,NA,NA,Poecilotriccus fumifrons
6539,NA,NA,NA,NA,Poecilotriccus latirostris
6540,NA,NA,NA,NA,Poecilotriccus sylvia
6541,NA,NA,NA,NA,Poecilotriccus calopterus
6542,NA,NA,NA,NA,Poecilotriccus pulchellus
6543,NA,NA,NA,NA,Todirostrum maculatum
6544,NA,NA,NA,NA,Todirostrum poliocephalum
6545,NA,NA,NA,NA,Todirostrum cinereum
6546,NA,NA,NA,NA,Todirostrum viridanum
6547,NA,NA,NA,NA,Todirostrum nigriceps
6548,NA,NA,NA,NA,Todirostrum pictum
6549,NA,NA,NA,NA,Todirostrum chrysocrotaphum
6550,NA,NA,NA,NA,Myiotriccus phoenicurus
6551,NA,NA,NA,NA,Myiotriccus ornatus
6552,NA,NA,NA,NA,Nephelomyias pulcher
6553,NA,NA,NA,NA,Nephelomyias lintoni
6554,NA,NA,NA,NA,Nephelomyias ochraceiventris
6555,NA,NA,NA,NA,Pyrrhomyias cinnamomeus
6556,NA,NA,NA,NA,Hirundinea bellicosa
6557,NA,NA,NA,NA,Hirundinea ferruginea
6558,NA,NA,NA,NA,Zimmerius cinereicapilla
6559,NA,NA,NA,NA,Zimmerius villarejoi
6560,NA,NA,NA,NA,Zimmerius chicomendesi
6561,NA,NA,NA,NA,Zimmerius vilissimus
6562,NA,NA,NA,NA,Zimmerius parvus
6563,NA,NA,NA,NA,Zimmerius petersi
6564,NA,NA,NA,NA,Zimmerius improbus
6565,NA,NA,NA,NA,Zimmerius chrysops
6566,NA,NA,NA,NA,Zimmerius albigularis
6567,NA,NA,NA,NA,Zimmerius viridiflavus
6568,NA,NA,NA,NA,Zimmerius gracilipes
6569,NA,NA,NA,NA,Zimmerius acer
6570,NA,NA,NA,NA,Zimmerius bolivianus
6571,NA,NA,NA,NA,Stigmatura napensis
6572,NA,NA,NA,NA,Stigmatura bahiae
6573,NA,NA,NA,NA,Stigmatura budytoides
6574,NA,NA,NA,NA,Inezia tenuirostris
6575,NA,NA,NA,NA,Inezia inornata
6576,NA,NA,NA,NA,Inezia subflava
6577,NA,NA,NA,NA,Inezia caudata
6578,NA,NA,NA,NA,Euscarthmus meloryphus
6579,NA,NA,NA,NA,Euscarthmus fulviceps
6580,NA,NA,NA,NA,Euscarthmus rufomarginatus
6581,NA,NA,NA,NA,Ornithion semiflavum
6582,NA,NA,NA,NA,Ornithion brunneicapillus
6583,NA,NA,NA,NA,Ornithion inerme
6584,NA,NA,NA,NA,Camptostoma imberbe
6585,NA,NA,NA,NA,Camptostoma obsoletum
6586,NA,NA,NA,NA,Elaenia ruficeps
6587,NA,NA,NA,NA,Elaenia cristata
6588,NA,NA,NA,NA,Elaenia gigas
6589,NA,NA,NA,NA,Elaenia dayi
6590,NA,NA,NA,NA,Elaenia sordida
6591,NA,NA,NA,NA,Elaenia obscura
6592,NA,NA,NA,NA,Elaenia strepera
6593,"Pets/display animals, horticulture",international,non-trivial,recent,Elaenia flavogaster
6594,NA,NA,NA,NA,Elaenia parvirostris
6595,NA,NA,NA,NA,Elaenia pelzelni
6596,NA,NA,NA,NA,Elaenia spectabilis
6597,NA,NA,NA,NA,Elaenia ridleyana
6598,NA,NA,NA,NA,Elaenia brachyptera
6599,NA,NA,NA,NA,Elaenia chiriquensis
6600,NA,NA,NA,NA,Elaenia mesoleuca
6601,NA,NA,NA,NA,Elaenia pallatangae
6602,NA,NA,NA,NA,Elaenia olivina
6603,NA,NA,NA,NA,Elaenia albiceps
6604,NA,NA,NA,NA,Elaenia frantzii
6605,NA,NA,NA,NA,Elaenia martinica
6606,NA,NA,NA,NA,Elaenia cherriei
6607,NA,NA,NA,NA,Elaenia fallax
6608,NA,NA,NA,NA,Tyrannulus elatus
6609,NA,NA,NA,NA,Myiopagis caniceps
6610,NA,NA,NA,NA,Myiopagis cinerea
6611,NA,NA,NA,NA,Myiopagis parambae
6612,NA,NA,NA,NA,Myiopagis olallai
6613,NA,NA,NA,NA,Myiopagis gaimardii
6614,NA,NA,NA,NA,Myiopagis subplacens
6615,NA,NA,NA,NA,Myiopagis flavivertex
6616,NA,NA,NA,NA,Myiopagis viridicata
6617,NA,NA,NA,NA,Myiopagis cotta
6618,NA,NA,NA,NA,Suiriri suiriri
6619,NA,NA,NA,NA,Guyramemua affinis
6620,NA,NA,NA,NA,Capsiempis flaveola
6621,NA,NA,NA,NA,Phyllomyias fasciatus
6622,NA,NA,NA,NA,Phyllomyias weedeni
6623,NA,NA,NA,NA,Phyllomyias burmeisteri
6624,NA,NA,NA,NA,Phyllomyias zeledoni
6625,NA,NA,NA,NA,Phyllomyias virescens
6626,NA,NA,NA,NA,Phyllomyias reiseri
6627,NA,NA,NA,NA,Phyllomyias urichi
6628,NA,NA,NA,NA,Phyllomyias sclateri
6629,NA,NA,NA,NA,Phyllomyias griseocapilla
6630,NA,NA,NA,NA,Phyllomyias griseiceps
6631,NA,NA,NA,NA,Phyllomyias plumbeiceps
6632,NA,NA,NA,NA,Phyllomyias nigrocapillus
6633,NA,NA,NA,NA,Phyllomyias cinereiceps
6634,NA,NA,NA,NA,Phyllomyias uropygialis
6635,NA,NA,NA,NA,Phaeomyias tumbezana
6636,NA,NA,NA,NA,Phaeomyias murina
6637,NA,NA,NA,NA,Nesotriccus ridgwayi
6638,NA,NA,NA,NA,Pseudelaenia leucospodia
6639,NA,NA,NA,NA,Mecocerculus poecilocercus
6640,NA,NA,NA,NA,Mecocerculus hellmayri
6641,NA,NA,NA,NA,Mecocerculus stictopterus
6642,NA,NA,NA,NA,Mecocerculus leucophrys
6643,NA,NA,NA,NA,Mecocerculus calopterus
6644,NA,NA,NA,NA,Mecocerculus minor
6645,NA,NA,NA,NA,Anairetes nigrocristatus
6646,NA,NA,NA,NA,Anairetes reguloides
6647,NA,NA,NA,NA,Anairetes alpinus
6648,NA,NA,NA,NA,Anairetes flavirostris
6649,NA,NA,NA,NA,Anairetes parulus
6650,NA,NA,NA,NA,Anairetes fernandezianus
6651,NA,NA,NA,NA,Polystictus pectoralis
6652,NA,NA,NA,NA,Polystictus superciliaris
6653,NA,NA,NA,NA,Culicivora caudacuta
6654,NA,NA,NA,NA,Pseudocolopteryx sclateri
6655,NA,NA,NA,NA,Pseudocolopteryx acutipennis
6656,NA,NA,NA,NA,Pseudocolopteryx dinelliana
6657,NA,NA,NA,NA,Pseudocolopteryx flaviventris
6658,NA,NA,NA,NA,Pseudocolopteryx citreola
6659,NA,NA,NA,NA,Serpophaga cinerea
6660,NA,NA,NA,NA,Serpophaga hypoleuca
6661,NA,NA,NA,NA,Serpophaga nigricans
6662,NA,NA,NA,NA,Serpophaga subcristata
6663,NA,NA,NA,NA,Serpophaga griseicapilla
6664,NA,NA,NA,NA,Uromyias agilis
6665,NA,NA,NA,NA,Uromyias agraphia
6666,NA,NA,NA,NA,Muscigralla brevicauda
6667,NA,NA,NA,NA,Attila phoenicurus
6668,NA,NA,NA,NA,Attila cinnamomeus
6669,NA,NA,NA,NA,Attila torridus
6670,NA,NA,NA,NA,Attila citriniventris
6671,NA,NA,NA,NA,Attila bolivianus
6672,NA,NA,NA,NA,Attila rufus
6673,NA,NA,NA,NA,Attila spadiceus
6674,NA,NA,NA,NA,Legatus leucophaius
6675,NA,NA,NA,NA,Ramphotrigon megacephalum
6676,NA,NA,NA,NA,Ramphotrigon ruficauda
6677,NA,NA,NA,NA,Ramphotrigon fuscicauda
6678,NA,NA,NA,NA,Deltarhynchus flammulatus
6679,"Pets/display animals, horticulture",NA,non-trivial,recent,Pitangus sulphuratus
6680,"Pets/display animals, horticulture",international,non-trivial,recent,Philohydor lictor
6681,"Pets/display animals, horticulture",international,non-trivial,recent,Machetornis rixosa
6682,NA,NA,NA,NA,Tyrannopsis sulphurea
6683,NA,NA,NA,NA,Megarynchus pitangua
6684,NA,NA,NA,NA,Myiodynastes hemichrysus
6685,NA,NA,NA,NA,Myiodynastes chrysocephalus
6686,NA,NA,NA,NA,Myiodynastes bairdii
6687,NA,NA,NA,NA,Myiodynastes luteiventris
6688,NA,NA,NA,NA,Myiodynastes solitarius
6689,NA,NA,NA,NA,Myiodynastes maculatus
6690,NA,NA,NA,NA,Myiozetetes cayanensis
6691,NA,NA,NA,NA,Myiozetetes similis
6692,NA,NA,NA,NA,Myiozetetes granadensis
6693,NA,NA,NA,NA,Myiozetetes luteiventris
6694,NA,NA,NA,NA,Conopias albovittatus
6695,NA,NA,NA,NA,Conopias parvus
6696,NA,NA,NA,NA,Conopias trivirgatus
6697,NA,NA,NA,NA,Conopias cinchoneti
6698,NA,NA,NA,NA,Phelpsia inornata
6699,NA,NA,NA,NA,Empidonomus varius
6700,NA,NA,NA,NA,Griseotyrannus aurantioatrocristatus
6701,NA,NA,NA,NA,Tyrannus niveigularis
6702,NA,NA,NA,NA,Tyrannus albogularis
6703,NA,NA,NA,NA,Tyrannus melancholicus
6704,NA,NA,NA,NA,Tyrannus couchii
6705,NA,NA,NA,NA,Tyrannus vociferans
6706,NA,NA,NA,NA,Tyrannus crassirostris
6707,"Pets/display animals, horticulture",international,non-trivial,recent,Tyrannus verticalis
6708,"Pets/display animals, horticulture",international,non-trivial,recent,Tyrannus tyrannus
6709,NA,NA,NA,NA,Tyrannus dominicensis
6710,NA,NA,NA,NA,Tyrannus caudifasciatus
6711,NA,NA,NA,NA,Tyrannus cubensis
6712,NA,NA,NA,NA,Tyrannus forficatus
6713,NA,NA,NA,NA,Tyrannus savana
6714,NA,NA,NA,NA,Rhytipterna holerythra
6715,NA,NA,NA,NA,Rhytipterna simplex
6716,NA,NA,NA,NA,Rhytipterna immunda
6717,NA,NA,NA,NA,Casiornis rufus
6718,NA,NA,NA,NA,Casiornis fuscus
6719,NA,NA,NA,NA,Sirystes albogriseus
6720,NA,NA,NA,NA,Sirystes albocinereus
6721,NA,NA,NA,NA,Sirystes sibilator
6722,NA,NA,NA,NA,Sirystes subcanescens
6723,NA,NA,NA,NA,Myiarchus semirufus
6724,NA,NA,NA,NA,Myiarchus swainsoni
6725,NA,NA,NA,NA,Myiarchus barbirostris
6726,NA,NA,NA,NA,Myiarchus tuberculifer
6727,NA,NA,NA,NA,Myiarchus phaeocephalus
6728,NA,NA,NA,NA,Myiarchus panamensis
6729,NA,NA,NA,NA,Myiarchus ferox
6730,NA,NA,NA,NA,Myiarchus venezuelensis
6731,NA,NA,NA,NA,Myiarchus cephalotes
6732,NA,NA,NA,NA,Myiarchus validus
6733,NA,NA,NA,NA,Myiarchus sagrae
6734,NA,NA,NA,NA,Myiarchus stolidus
6735,NA,NA,NA,NA,Myiarchus antillarum
6736,NA,NA,NA,NA,Myiarchus oberi
6737,"Pets/display animals, horticulture",international,non-trivial,recent,Myiarchus crinitus
6738,NA,NA,NA,NA,Myiarchus yucatanensis
6739,NA,NA,NA,NA,Myiarchus tyrannulus
6740,NA,NA,NA,NA,Myiarchus nugator
6741,NA,NA,NA,NA,Myiarchus apicalis
6742,NA,NA,NA,NA,Myiarchus cinerascens
6743,NA,NA,NA,NA,Myiarchus nuttingi
6744,NA,NA,NA,NA,Myiarchus magnirostris
6745,NA,NA,NA,NA,Colonia colonus
6746,NA,NA,NA,NA,Myiophobus crypterythrus
6747,NA,NA,NA,NA,Myiophobus fasciatus
6748,NA,NA,NA,NA,Myiophobus rufescens
6749,NA,NA,NA,NA,Myiophobus cryptoxanthus
6750,NA,NA,NA,NA,Myiophobus flavicans
6751,NA,NA,NA,NA,Myiophobus phoenicomitra
6752,NA,NA,NA,NA,Myiophobus inornatus
6753,NA,NA,NA,NA,Myiophobus roraimae
6754,NA,NA,NA,NA,Silvicultrix frontalis
6755,NA,NA,NA,NA,Silvicultrix jelskii
6756,NA,NA,NA,NA,Silvicultrix pulchella
6757,NA,NA,NA,NA,Silvicultrix diadema
6758,NA,NA,NA,NA,Colorhamphus parvirostris
6759,NA,NA,NA,NA,Ochthoeca cinnamomeiventris
6760,NA,NA,NA,NA,Ochthoeca nigrita
6761,NA,NA,NA,NA,Ochthoeca thoracica
6762,NA,NA,NA,NA,Ochthoeca rufipectoralis
6763,NA,NA,NA,NA,Ochthoeca fumicolor
6764,NA,NA,NA,NA,Ochthoeca superciliosa
6765,NA,NA,NA,NA,Ochthoeca oenanthoides
6766,NA,NA,NA,NA,Ochthoeca piurae
6767,NA,NA,NA,NA,Ochthoeca leucophrys
6768,NA,NA,NA,NA,Ochthoeca salvini
6769,NA,NA,NA,NA,Sublegatus arenarum
6770,NA,NA,NA,NA,Sublegatus obscurior
6771,NA,NA,NA,NA,Sublegatus modestus
6772,"Pets/display animals, horticulture",international,non-trivial,recent,Pyrocephalus rubinus
6773,NA,NA,NA,NA,Pyrocephalus nanus
6774,NA,NA,NA,NA,Pyrocephalus dubius
6775,"Pets/display animals, horticulture",international,non-trivial,recent,Fluvicola pica
6776,NA,NA,NA,NA,Fluvicola albiventer
6777,"Pets/display animals, horticulture",NA,non-trivial,recent,Fluvicola nengeta
6778,NA,NA,NA,NA,Arundinicola leucocephala
6779,NA,NA,NA,NA,Gubernetes yetapa
6780,NA,NA,NA,NA,Muscipipra vetula
6781,NA,NA,NA,NA,Alectrurus tricolor
6782,NA,NA,NA,NA,Alectrurus risora
6783,NA,NA,NA,NA,Lessonia rufa
6784,NA,NA,NA,NA,Lessonia oreas
6785,NA,NA,NA,NA,Hymenops perspicillatus
6786,NA,NA,NA,NA,Knipolegus orenocensis
6787,NA,NA,NA,NA,Knipolegus sclateri
6788,NA,NA,NA,NA,Knipolegus poecilocercus
6789,NA,NA,NA,NA,Knipolegus poecilurus
6790,NA,NA,NA,NA,Knipolegus franciscanus
6791,NA,NA,NA,NA,Knipolegus lophotes
6792,NA,NA,NA,NA,Knipolegus nigerrimus
6793,NA,NA,NA,NA,Knipolegus signatus
6794,NA,NA,NA,NA,Knipolegus cabanisi
6795,NA,NA,NA,NA,Knipolegus cyanirostris
6796,NA,NA,NA,NA,Knipolegus striaticeps
6797,NA,NA,NA,NA,Knipolegus hudsoni
6798,NA,NA,NA,NA,Knipolegus aterrimus
6799,NA,NA,NA,NA,Knipolegus heterogyna
6800,NA,NA,NA,NA,Satrapa icterophrys
6801,NA,NA,NA,NA,Muscisaxicola fluviatilis
6802,NA,NA,NA,NA,Muscisaxicola maculirostris
6803,NA,NA,NA,NA,Muscisaxicola griseus
6804,NA,NA,NA,NA,Muscisaxicola juninensis
6805,NA,NA,NA,NA,Muscisaxicola cinereus
6806,NA,NA,NA,NA,Muscisaxicola albifrons
6807,NA,NA,NA,NA,Muscisaxicola flavinucha
6808,NA,NA,NA,NA,Muscisaxicola rufivertex
6809,NA,NA,NA,NA,Muscisaxicola occipitalis
6810,NA,NA,NA,NA,Muscisaxicola maclovianus
6811,NA,NA,NA,NA,Muscisaxicola albilora
6812,NA,NA,NA,NA,Muscisaxicola alpinus
6813,NA,NA,NA,NA,Muscisaxicola capistratus
6814,NA,NA,NA,NA,Muscisaxicola frontalis
6815,NA,NA,NA,NA,Cnemarchus erythropygius
6816,NA,NA,NA,NA,Polioxolmis rufipennis
6817,NA,NA,NA,NA,Xolmis pyrope
6818,NA,NA,NA,NA,Xolmis cinereus
6819,NA,NA,NA,NA,Xolmis coronatus
6820,NA,NA,NA,NA,Xolmis velatus
6821,NA,NA,NA,NA,Xolmis irupero
6822,NA,NA,NA,NA,Xolmis salinarum
6823,NA,NA,NA,NA,Xolmis rubetra
6824,NA,NA,NA,NA,Xolmis dominicanus
6825,NA,NA,NA,NA,Agriornis montanus
6826,NA,NA,NA,NA,Agriornis albicauda
6827,NA,NA,NA,NA,Agriornis lividus
6828,NA,NA,NA,NA,Agriornis micropterus
6829,NA,NA,NA,NA,Agriornis murinus
6830,NA,NA,NA,NA,Neoxolmis rufiventris
6831,NA,NA,NA,NA,Myiotheretes striaticollis
6832,NA,NA,NA,NA,Myiotheretes pernix
6833,NA,NA,NA,NA,Myiotheretes fumigatus
6834,NA,NA,NA,NA,Myiotheretes fuscorufus
6835,NA,NA,NA,NA,Ochthornis littoralis
6836,NA,NA,NA,NA,Cnemotriccus fuscatus
6837,NA,NA,NA,NA,Aphanotriccus capitalis
6838,NA,NA,NA,NA,Aphanotriccus audax
6839,NA,NA,NA,NA,Lathrotriccus euleri
6840,NA,NA,NA,NA,Lathrotriccus griseipectus
6841,NA,NA,NA,NA,Mitrephanes phaeocercus
6842,NA,NA,NA,NA,Mitrephanes olivaceus
6843,NA,NA,NA,NA,Sayornis nigricans
6844,"Pets/display animals, horticulture",international,non-trivial,recent,Sayornis phoebe
6845,NA,NA,NA,NA,Sayornis saya
6846,NA,NA,NA,NA,Empidonax virescens
6847,NA,NA,NA,NA,Empidonax flaviventris
6848,NA,NA,NA,NA,Empidonax flavescens
6849,NA,NA,NA,NA,Empidonax difficilis
6850,NA,NA,NA,NA,Empidonax occidentalis
6851,NA,NA,NA,NA,Empidonax albigularis
6852,NA,NA,NA,NA,Empidonax traillii
6853,NA,NA,NA,NA,Empidonax alnorum
6854,NA,NA,NA,NA,Empidonax fulvifrons
6855,NA,NA,NA,NA,Empidonax atriceps
6856,NA,NA,NA,NA,Empidonax wrightii
6857,NA,NA,NA,NA,Empidonax minimus
6858,NA,NA,NA,NA,Empidonax hammondii
6859,NA,NA,NA,NA,Empidonax oberholseri
6860,NA,NA,NA,NA,Empidonax affinis
6861,NA,NA,NA,NA,Contopus cooperi
6862,NA,NA,NA,NA,Contopus pertinax
6863,NA,NA,NA,NA,Contopus lugubris
6864,NA,NA,NA,NA,Contopus fumigatus
6865,NA,NA,NA,NA,Contopus ochraceus
6866,NA,NA,NA,NA,Contopus sordidulus
6867,NA,NA,NA,NA,Contopus virens
6868,NA,NA,NA,NA,Contopus bogotensis
6869,NA,NA,NA,NA,Contopus punensis
6870,NA,NA,NA,NA,Contopus cinereus
6871,NA,NA,NA,NA,Contopus caribaeus
6872,NA,NA,NA,NA,Contopus pallidus
6873,NA,NA,NA,NA,Contopus hispaniolensis
6874,NA,NA,NA,NA,Contopus latirostris
6875,NA,NA,NA,NA,Contopus albogularis
6876,NA,NA,NA,NA,Contopus nigrescens
6877,NA,NA,NA,NA,Xenotriccus callizonus
6878,NA,NA,NA,NA,Xenotriccus mexicanus
6879,NA,NA,NA,NA,Menura alberti
6880,"Pets/display animals, horticulture",international,non-trivial,recent,Menura novaehollandiae
6881,NA,NA,NA,NA,Atrichornis rufescens
6882,NA,NA,NA,NA,Atrichornis clamosus
6883,"Pets/display animals, horticulture",international,non-trivial,recent,Ailuroedus buccoides
6884,"Pets/display animals, horticulture",international,non-trivial,recent,Ailuroedus melanotis
6885,NA,NA,NA,NA,Ailuroedus crassirostris
6886,NA,NA,NA,NA,Scenopoeetes dentirostris
6887,NA,NA,NA,NA,Archboldia papuensis
6888,NA,NA,NA,NA,Amblyornis macgregoriae
6889,"Pets/display animals, horticulture",international,non-trivial,recent,Amblyornis subalaris
6890,"Handicrafts, jewellery, etc.",NA,non-trivial,recent,Amblyornis inornata
6891,NA,NA,NA,NA,Amblyornis flavifrons
6892,NA,NA,NA,NA,Prionodura newtoniana
6893,NA,NA,NA,NA,Sericulus chrysocephalus
6894,NA,NA,NA,NA,Sericulus ardens
6895,NA,NA,NA,NA,Sericulus aureus
6896,Food - human,NA,non-trivial,recent,Sericulus bakeri
6897,"Pets/display animals, horticulture",international,non-trivial,recent,Ptilonorhynchus violaceus
6898,NA,NA,NA,NA,Chlamydera maculata
6899,NA,NA,NA,NA,Chlamydera guttata
6900,NA,NA,NA,NA,Chlamydera lauterbachi
6901,"Pets/display animals, horticulture",international,non-trivial,recent,Chlamydera nuchalis
6902,NA,NA,NA,NA,Chlamydera cerviniventris
6903,NA,NA,NA,NA,Cormobates leucophaea
6904,NA,NA,NA,NA,Cormobates placens
6905,NA,NA,NA,NA,Climacteris erythrops
6906,NA,NA,NA,NA,Climacteris affinis
6907,NA,NA,NA,NA,Climacteris rufus
6908,NA,NA,NA,NA,Climacteris picumnus
6909,NA,NA,NA,NA,Climacteris melanurus
6910,NA,NA,NA,NA,Sipodotus wallacii
6911,NA,NA,NA,NA,Clytomyias insignis
6912,NA,NA,NA,NA,Chenorhamphus grayi
6913,NA,NA,NA,NA,Malurus cyanocephalus
6914,NA,NA,NA,NA,Malurus coronatus
6915,"Pets/display animals, horticulture",international,non-trivial,recent,Malurus elegans
6916,NA,NA,NA,NA,Malurus pulcherrimus
6917,NA,NA,NA,NA,Malurus amabilis
6918,NA,NA,NA,NA,Malurus assimilis
6919,NA,NA,NA,NA,Malurus lamberti
6920,NA,NA,NA,NA,Malurus cyaneus
6921,NA,NA,NA,NA,Malurus splendens
6922,NA,NA,NA,NA,Malurus alboscapulatus
6923,NA,NA,NA,NA,Malurus melanocephalus
6924,NA,NA,NA,NA,Malurus leucopterus
6925,NA,NA,NA,NA,Stipiturus malachurus
6926,NA,NA,NA,NA,Stipiturus mallee
6927,NA,NA,NA,NA,Stipiturus ruficeps
6928,NA,NA,NA,NA,Amytornis barbatus
6929,NA,NA,NA,NA,Amytornis woodwardi
6930,NA,NA,NA,NA,Amytornis dorotheae
6931,NA,NA,NA,NA,Amytornis striatus
6932,NA,NA,NA,NA,Amytornis merrotsyi
6933,NA,NA,NA,NA,Amytornis housei
6934,NA,NA,NA,NA,Amytornis goyderi
6935,NA,NA,NA,NA,Amytornis ballarae
6936,NA,NA,NA,NA,Amytornis purnelli
6937,NA,NA,NA,NA,Amytornis textilis
6938,NA,NA,NA,NA,Amytornis modestus
6939,NA,NA,NA,NA,Dasyornis brachypterus
6940,NA,NA,NA,NA,Dasyornis longirostris
6941,NA,NA,NA,NA,Dasyornis broadbenti
6942,NA,NA,NA,NA,Myza celebensis
6943,NA,NA,NA,NA,Myza sarasinorum
6944,NA,NA,NA,NA,Cissomela pectoralis
6945,NA,NA,NA,NA,Trichodere cockerelli
6946,NA,NA,NA,NA,Phylidonyris pyrrhopterus
6947,NA,NA,NA,NA,Phylidonyris niger
6948,NA,NA,NA,NA,Phylidonyris novaehollandiae
6949,NA,NA,NA,NA,Lichmera lombokia
6950,NA,NA,NA,NA,Lichmera argentauris
6951,"Pets/display animals, horticulture",international,non-trivial,recent,Lichmera indistincta
6952,NA,NA,NA,NA,Lichmera incana
6953,NA,NA,NA,NA,Lichmera alboauricularis
6954,NA,NA,NA,NA,Lichmera squamata
6955,NA,NA,NA,NA,Lichmera deningeri
6956,NA,NA,NA,NA,Lichmera monticola
6957,NA,NA,NA,NA,Lichmera flavicans
6958,NA,NA,NA,NA,Lichmera notabilis
6959,NA,NA,NA,NA,Entomyzon cyanotis
6960,"Pets/display animals, horticulture",international,non-trivial,recent,Entomyzon albipennis
6961,"Pets/display animals, horticulture",international,non-trivial,recent,Melithreptus chloropsis
6962,NA,NA,NA,NA,Melithreptus lunatus
6963,NA,NA,NA,NA,Melithreptus affinis
6964,NA,NA,NA,NA,Melithreptus albogularis
6965,NA,NA,NA,NA,Melithreptus validirostris
6966,"Pets/display animals, horticulture",international,non-trivial,recent,Melithreptus laetior
6967,"Pets/display animals, horticulture",international,non-trivial,recent,Melithreptus gularis
6968,NA,NA,NA,NA,Melithreptus brevirostris
6969,NA,NA,NA,NA,Nesoptilotis leucotis
6970,NA,NA,NA,NA,Nesoptilotis flavicollis
6971,NA,NA,NA,NA,Meliarchus sclateri
6972,NA,NA,NA,NA,Guadalcanaria inexpectata
6973,NA,NA,NA,NA,Meliphacator provocator
6974,NA,NA,NA,NA,Gymnomyza viridis
6975,NA,NA,NA,NA,Gymnomyza brunneirostris
6976,NA,NA,NA,NA,Gymnomyza samoensis
6977,NA,NA,NA,NA,Gymnomyza aubryana
6978,NA,NA,NA,NA,Foulehaio procerior
6979,NA,NA,NA,NA,Foulehaio taviunensis
6980,NA,NA,NA,NA,Foulehaio carunculatus
6981,NA,NA,NA,NA,Xanthotis polygrammus
6982,NA,NA,NA,NA,Xanthotis macleayanus
6983,NA,NA,NA,NA,Xanthotis flaviventer
6984,NA,NA,NA,NA,Plectorhyncha lanceolata
6985,NA,NA,NA,NA,Grantiella picta
6986,NA,NA,NA,NA,Melitograis gilolensis
6987,NA,NA,NA,NA,Philemon meyeri
6988,NA,NA,NA,NA,Philemon brassi
6989,NA,NA,NA,NA,Philemon citreogularis
6990,"Pets/display animals, horticulture",international,non-trivial,recent,Philemon kisserensis
6991,NA,NA,NA,NA,Philemon inornatus
6992,NA,NA,NA,NA,Philemon fuscicapillus
6993,NA,NA,NA,NA,Philemon subcorniculatus
6994,NA,NA,NA,NA,Philemon moluccensis
6995,NA,NA,NA,NA,Philemon plumigenis
6996,NA,NA,NA,NA,Philemon buceroides
6997,NA,NA,NA,NA,Philemon cockerelli
6998,NA,NA,NA,NA,Philemon eichhorni
6999,NA,NA,NA,NA,Philemon albitorques
7000,"Pets/display animals, horticulture",international,non-trivial,recent,Philemon argenticeps
7001,NA,NA,NA,NA,Philemon corniculatus
7002,NA,NA,NA,NA,Philemon diemenensis
7003,NA,NA,NA,NA,Sugomel nigrum
7004,NA,NA,NA,NA,Vosea whitemanensis
7005,NA,NA,NA,NA,Myzomela blasii
7006,NA,NA,NA,NA,Myzomela albigula
7007,NA,NA,NA,NA,Myzomela cineracea
7008,NA,NA,NA,NA,Myzomela eques
7009,"Pets/display animals, horticulture",international,non-trivial,recent,Myzomela simplex
7010,"Pets/display animals, horticulture",international,non-trivial,recent,Myzomela rubrotincta
7011,"Pets/display animals, horticulture",international,non-trivial,recent,Myzomela rubrobrunnea
7012,"Pets/display animals, horticulture",international,non-trivial,recent,Myzomela obscura
7013,NA,NA,NA,NA,Myzomela erythrina
7014,NA,NA,NA,NA,Myzomela cruentata
7015,NA,NA,NA,NA,Myzomela nigrita
7016,NA,NA,NA,NA,Myzomela pulchella
7017,NA,NA,NA,NA,Myzomela kuehni
7018,NA,NA,NA,NA,Myzomela erythrocephala
7019,NA,NA,NA,NA,Myzomela dammermani
7020,NA,NA,NA,NA,Myzomela adolphinae
7021,NA,NA,NA,NA,Myzomela chermesina
7022,NA,NA,NA,NA,Myzomela chloroptera
7023,NA,NA,NA,NA,Myzomela batjanensis
7024,NA,NA,NA,NA,Myzomela wakoloensis
7025,NA,NA,NA,NA,Myzomela boiei
7026,NA,NA,NA,NA,Myzomela sanguinolenta
7027,NA,NA,NA,NA,Myzomela caledonica
7028,NA,NA,NA,NA,Myzomela cardinalis
7029,NA,NA,NA,NA,Myzomela rubratra
7030,NA,NA,NA,NA,Myzomela sclateri
7031,NA,NA,NA,NA,Myzomela pammelaena
7032,NA,NA,NA,NA,Myzomela lafargei
7033,NA,NA,NA,NA,Myzomela eichhorni
7034,NA,NA,NA,NA,Myzomela malaitae
7035,NA,NA,NA,NA,Myzomela melanocephala
7036,NA,NA,NA,NA,Myzomela tristrami
7037,NA,NA,NA,NA,Myzomela jugularis
7038,NA,NA,NA,NA,Myzomela erythromelas
7039,NA,NA,NA,NA,Myzomela vulnerata
7040,NA,NA,NA,NA,Myzomela rosenbergii
7041,NA,NA,NA,NA,Myzomela longirostris
7042,NA,NA,NA,NA,Acanthorhynchus superciliosus
7043,NA,NA,NA,NA,Acanthorhynchus tenuirostris
7044,NA,NA,NA,NA,Certhionyx variegatus
7045,"Pets/display animals, horticulture",international,non-trivial,recent,Prosthemadera novaeseelandiae
7046,"Pets/display animals, horticulture",international,non-trivial,recent,Anthornis melanura
7047,NA,NA,NA,NA,Pycnopygius ixoides
7048,NA,NA,NA,NA,Pycnopygius cinereus
7049,NA,NA,NA,NA,Pycnopygius stictocephalus
7050,NA,NA,NA,NA,Gliciphila undulata
